interaction_id,user_id,entity_type,entity_id,interaction_type,occurred_at,dwell_seconds,position_in_list,query_text,query_language,channel,session_id,implicit_rating
uix_19f1fcad,usr_ea269383,hotel,htl_bfce4849,dismiss,2025-09-17T11:30:00+05:30,,,,,mobile_app,ses_9d281c0ee432,
uix_5e8c5674,usr_ea269383,poi,poi_51bdae21,view,2025-09-18T11:45:00+05:30,9,4,,,mobile_app,ses_ca8dfd9c3d55,0.22
uix_03936650,usr_ea269383,poi,poi_41d6dac1,view,2026-03-10T04:45:00+05:30,67,18,,,web,ses_a54f5c214cc2,0.23
uix_ed997472,usr_ea269383,poi,poi_eccc86ce,view,2025-07-18T06:15:00+05:30,68,16,,,mobile_app,ses_502f056004ff,0.22
uix_f71f4e4c,usr_ea269383,poi,poi_ec746686,share,2026-07-19T04:00:00+05:30,,,,,web,ses_c025401b77d4,0.68
uix_1b1c1661,usr_ea269383,hotel,htl_e3c2d87b,click,2026-08-17T04:15:00+05:30,,6,,,mobile_app,ses_c5f2621d6842,0.49
uix_8639c67d,usr_ea269383,poi,poi_92cf9d43,view,2026-01-14T19:00:00+05:30,72,4,,,web,ses_5704ca5492ab,
uix_705f1586,usr_ea269383,poi,poi_8c2e2ce7,click,2026-02-10T15:45:00+05:30,,3,,,call_centre,ses_3f6f2f45df2d,0.49
uix_3554ffb4,usr_ea269383,hotel,htl_12e2327a,save,2025-11-13T22:00:00+05:30,,,,,call_centre,ses_1577077463bc,0.93
uix_afa6f0f2,usr_ea269383,hotel,htl_bc107f55,view,2025-09-15T23:30:00+05:30,12,23,,,mobile_app,ses_9fc295e0974b,0.33
uix_1cb34e4a,usr_ea269383,poi,poi_78369b26,view,2025-07-25T00:45:00+05:30,8,19,,,mobile_app,ses_16e79f149765,
uix_78b2326b,usr_ea269383,poi,poi_3ce3c3f2,view,2025-08-29T08:30:00+05:30,25,19,,,mobile_app,ses_d1525a610da7,0.3
uix_da93f891,usr_ea269383,poi,poi_41d6dac1,click,2025-08-15T01:30:00+05:30,,18,,,mobile_app,ses_b216eeb73b79,0.45
uix_b364c884,usr_ea269383,poi,poi_fb2bcabe,view,2026-02-05T17:00:00+05:30,6,21,,,mobile_app,ses_47a0d41ca6db,0.4
uix_3acc3e29,usr_ea269383,poi,poi_f31cfd33,view,2025-08-22T09:45:00+05:30,4,13,,,mobile_app,ses_90b868c34112,
uix_8ecfc75b,usr_ea269383,poi,poi_87e0c24e,search,2026-05-08T02:30:00+05:30,,,quiet 4 star near the beach with a pool,ta,mobile_app,ses_d85b47e55593,0.08
uix_811a8e81,usr_ea269383,poi,poi_43fed3a1,search,2025-10-09T07:45:00+05:30,,,honeymoon package with a private pool,hi,web,ses_3e80b666c66b,0.07
uix_fcfc691d,usr_ea269383,poi,poi_90ae8bdc,search,2026-05-05T16:15:00+05:30,,,honeymoon package with a private pool,hi,mobile_app,ses_bebc7f420df7,
uix_5d0a5c36,usr_ea269383,poi,poi_6631745a,view,2026-04-30T06:45:00+05:30,78,20,,,web,ses_4ce43862f258,0.24
uix_5a4d4d62,usr_ea269383,poi,poi_a3563f3f,view,2025-10-17T06:00:00+05:30,16,6,,,agent,ses_babd2af20f5c,0.36
uix_796966fc,usr_ea269383,poi,poi_72868d71,search,2026-06-01T21:30:00+05:30,,,honeymoon package with a private pool,hi,web,ses_a1967a4db1d1,0.01
uix_9013cc44,usr_ea269383,poi,poi_ba5291a4,search,2025-09-03T17:45:00+05:30,,,honeymoon package with a private pool,ta,web,ses_723896c7c1df,
uix_03a6818e,usr_ea269383,poi,poi_9f4c8d7a,save,2026-01-12T03:45:00+05:30,,,,,mobile_app,ses_9ee509d18b5e,0.78
uix_821a1816,usr_ea269383,poi,poi_87e0c24e,view,2025-11-11T12:15:00+05:30,24,16,,,mobile_app,ses_d44fbeeb7318,0.26
uix_36594b64,usr_ea269383,poi,poi_09642bc5,like,2026-02-13T04:30:00+05:30,,,,,partner,ses_8f12c6d3ffb8,0.89
uix_239cbd8c,usr_ea269383,poi,poi_98e87396,view,2025-10-14T18:00:00+05:30,22,24,,,web,ses_163a8673ed86,0.33
uix_071e4115,usr_ea269383,poi,poi_9f4c8d7a,click,2025-08-25T06:45:00+05:30,,12,,,web,ses_b7180ac668ca,
uix_2e11bf3e,usr_ea269383,poi,poi_5e03114d,search,2026-05-11T23:30:00+05:30,,,cheap homestay close to the station,en-IN,mobile_app,ses_dbfc9161a864,0.11
uix_2528f3d9,usr_ea269383,poi,poi_e66efa5a,view,2025-08-02T11:15:00+05:30,100,19,,,web,ses_d42cb129bee7,0.24
uix_586fde9f,usr_ea269383,poi,poi_c7ef2f29,like,2026-03-31T16:00:00+05:30,,,,,web,ses_8bf9ae857b39,0.83
uix_8a17b9ed,usr_ea269383,poi,poi_99eeb49d,click,2025-08-28T17:45:00+05:30,,20,,,mobile_app,ses_6e7aac4744b9,
uix_1ac0557a,usr_32856f40,poi,poi_bbd7ce43,save,2026-05-20T20:45:00+05:30,,,,,web,ses_d504a9d29d32,0.83
uix_219369b3,usr_32856f40,poi,poi_38e1ec96,view,2026-01-07T21:00:00+05:30,7,2,,,web,ses_4f5fdc843b2b,0.36
uix_0462179f,usr_32856f40,hotel,htl_64b0b167,view,2026-05-21T05:00:00+05:30,44,16,,,mobile_app,ses_bf00d9ad01d0,0.29
uix_d1556ee3,usr_32856f40,poi,poi_35d011e8,dismiss,2026-03-28T23:00:00+05:30,,,,,web,ses_7806ccba2152,-0.56
uix_b29acecd,usr_32856f40,poi,poi_688a1740,click,2025-09-06T02:00:00+05:30,,7,,,web,ses_de5363f4a071,0.58
uix_a68c958b,usr_32856f40,poi,poi_de929193,like,2025-07-18T18:15:00+05:30,,,,,web,ses_a91bcb01f067,0.73
uix_a7456068,usr_32856f40,hotel,htl_53f95667,click,2026-06-17T14:45:00+05:30,,18,,,web,ses_c9732602e4db,
uix_d688e61e,usr_32856f40,poi,poi_987e5208,like,2026-02-19T03:30:00+05:30,,,,,mobile_app,ses_afd309d88f3a,0.88
uix_97992292,usr_32856f40,hotel,htl_628ee540,dismiss,2026-03-27T15:30:00+05:30,,,,,web,ses_4cfed6c4668b,-0.68
uix_f7c73e10,usr_32856f40,poi,poi_9de9c403,search,2026-02-14T17:45:00+05:30,,,vegetarian friendly place near the temple,ta,mobile_app,ses_95f62f8783d3,0.19
uix_87ac0a18,usr_32856f40,poi,poi_a24ebe04,view,2026-04-22T08:00:00+05:30,5,16,,,mobile_app,ses_511fe7c872da,
uix_ee2b918d,usr_32856f40,package,pkg_b20c85a6,search,2025-12-10T13:30:00+05:30,,,street food tour in the evening,ta,web,ses_7a4ffef72534,0.08
uix_313a5b38,usr_32856f40,hotel,htl_62ba5d99,view,2026-07-17T04:45:00+05:30,16,16,,,web,ses_f19aad5cb955,
uix_4b33fd14,usr_32856f40,poi,poi_0c5014db,search,2026-07-29T07:00:00+05:30,,,sunset viewpoint that is not crowded,ta,web,ses_766845e2dee6,0.18
uix_e109a8d0,usr_32856f40,poi,poi_11e2b165,like,2026-06-23T14:30:00+05:30,,,,,mobile_app,ses_cc220320d0bd,0.86
uix_52ce6692,usr_32856f40,poi,poi_654970ad,view,2026-05-21T07:30:00+05:30,71,11,,,partner,ses_be6d5c207291,0.36
uix_935353c0,usr_32856f40,poi,poi_e5aee907,click,2025-08-16T15:30:00+05:30,,17,,,mobile_app,ses_48b3b0b76cc0,0.47
uix_8e108406,usr_32856f40,poi,poi_1f6b3fea,search,2026-05-26T14:00:00+05:30,,,family hotel with a kids pool,en-IN,mobile_app,ses_9c1c228852e9,0.04
uix_1d7e9191,usr_32856f40,hotel,htl_a4a12699,view,2026-05-23T05:15:00+05:30,86,23,,,web,ses_108b9fb6cf18,0.29
uix_cbc64ad2,usr_32856f40,hotel,htl_40a881e8,view,2025-07-27T21:30:00+05:30,26,10,,,web,ses_da1dbd653f4c,
uix_933de19f,usr_32856f40,poi,poi_1153b6f1,book,2025-12-25T04:15:00+05:30,,,,,mobile_app,ses_d3bee1a7d846,0.93
uix_05cf3482,usr_32856f40,poi,poi_428db857,search,2025-09-24T14:30:00+05:30,,,vegetarian friendly place near the temple,ta,web,ses_cc74f13580b4,
uix_5337cc4b,usr_32856f40,poi,poi_91b95b2c,view,2026-07-20T21:15:00+05:30,18,22,,,mobile_app,ses_7c999bdd2f50,0.21
uix_184d86c2,usr_32856f40,hotel,htl_4ad0f6f7,view,2026-01-10T14:15:00+05:30,106,10,,,call_centre,ses_9b483fe94ed5,0.37
uix_bce79ef0,usr_32856f40,poi,poi_22445cd1,search,2026-07-28T03:30:00+05:30,,,vegetarian friendly place near the temple,en-IN,web,ses_9e2e65c133e3,
uix_0b6b9163,usr_32856f40,poi,poi_6f8881e5,share,2026-07-26T01:45:00+05:30,,,,,web,ses_335c054a3366,
uix_9e9c723e,usr_32856f40,hotel,htl_4d461be6,view,2025-09-20T20:00:00+05:30,21,14,,,web,ses_04e3db97890c,0.37
uix_dba75d68,usr_32856f40,poi,poi_7b08d755,view,2025-11-02T17:15:00+05:30,3,2,,,web,ses_4ed64540a6e8,0.25
uix_c4f85db5,usr_32856f40,poi,poi_d94e1880,view,2026-05-16T09:15:00+05:30,12,19,,,web,ses_d4f0f1a688a4,0.22
uix_9b3ff86e,usr_32856f40,poi,poi_5f6b0929,view,2026-01-19T17:00:00+05:30,4,16,,,web,ses_ff0c39604887,
uix_3f211820,usr_32856f40,poi,poi_b678840e,click,2026-04-14T03:45:00+05:30,,4,,,web,ses_1e8209045f37,0.41
uix_96831571,usr_32856f40,poi,poi_d052fde5,save,2026-07-20T21:30:00+05:30,,,,,web,ses_182bf6ba5afa,0.84
uix_a62bd6dd,usr_32856f40,poi,poi_3c7df950,like,2026-05-21T18:45:00+05:30,,,,,mobile_app,ses_09f8b3dc3ed2,
uix_2d80aa02,usr_a8b27631,poi,poi_c5ec38ec,view,2026-05-28T16:45:00+05:30,19,5,,,mobile_app,ses_73f8b4a5b3b7,
uix_dbdc23c1,usr_a8b27631,poi,poi_baaea645,search,2026-01-20T07:15:00+05:30,,,street food tour in the evening,hi,mobile_app,ses_0dceeb7d4e5f,0.07
uix_d4df780b,usr_a8b27631,poi,poi_dd011b96,click,2026-01-14T07:30:00+05:30,,4,,,mobile_app,ses_402a8c076f05,0.58
uix_79f59197,usr_a8b27631,hotel,htl_c05586df,view,2025-11-20T02:15:00+05:30,12,12,,,web,ses_a93c56642493,0.25
uix_459ecccf,usr_a8b27631,poi,poi_67992007,view,2025-09-01T18:30:00+05:30,7,23,,,web,ses_bb2fc9596c65,0.26
uix_5da0cf9a,usr_a8b27631,poi,poi_fb892134,save,2025-10-29T19:30:00+05:30,,,,,mobile_app,ses_273350712c7c,0.79
uix_2a95dce2,usr_a8b27631,package,pkg_3ab55321,view,2025-07-23T13:00:00+05:30,17,2,,,web,ses_5f9b6f24f988,
uix_cdbfe04b,usr_a8b27631,hotel,htl_1fc52e5d,view,2026-08-03T02:00:00+05:30,17,23,,,agent,ses_2727a2a23734,0.38
uix_8b22ee6e,usr_a8b27631,poi,poi_9d150a02,view,2026-03-26T12:15:00+05:30,14,8,,,mobile_app,ses_0ac4bd6e83e6,
uix_b3419777,usr_3e6ed8be,poi,poi_51f80251,view,2026-02-11T18:45:00+05:30,109,2,,,web,ses_3228ccf1e625,0.22
uix_4d49fd32,usr_3e6ed8be,poi,poi_c8a30b2b,like,2026-04-05T10:00:00+05:30,,,,,mobile_app,ses_0d5226c83334,0.87
uix_8f5a1210,usr_3e6ed8be,package,pkg_3c9f1e28,view,2025-10-29T14:00:00+05:30,89,2,,,web,ses_fb346274d1e3,0.27
uix_fa1ce70e,usr_3e6ed8be,poi,poi_294cdf8b,click,2026-01-21T00:00:00+05:30,,22,,,web,ses_00562d491a15,0.46
uix_85202c3b,usr_3e6ed8be,poi,poi_8e3a62a3,view,2025-09-20T21:00:00+05:30,29,9,,,mobile_app,ses_d19aeebce581,0.22
uix_4d8b0320,usr_3e6ed8be,poi,poi_eb535fc6,dismiss,2026-01-16T22:30:00+05:30,,,,,web,ses_64ba6f2f7722,
uix_cbdd3f08,usr_3e6ed8be,package,pkg_0b154071,search,2026-02-03T01:30:00+05:30,,,sunset viewpoint that is not crowded,ta,mobile_app,ses_cf3e84cef131,0.17
uix_230eb8ba,usr_3e6ed8be,poi,poi_2bbb64cc,search,2026-03-27T16:30:00+05:30,,,cheap homestay close to the station,en-IN,mobile_app,ses_5abf4903f5dc,0.19
uix_9f35fa38,usr_3e6ed8be,poi,poi_ef2400fa,search,2025-10-30T09:45:00+05:30,,,vegetarian friendly place near the temple,en-IN,mobile_app,ses_c46dd22fedc2,0.01
uix_db9d1919,usr_bedf358a,package,pkg_f1cd8999,click,2025-12-30T12:15:00+05:30,,13,,,mobile_app,ses_e6adfa114bc1,0.59
uix_13edf8ed,usr_bedf358a,poi,poi_56fd62aa,click,2026-08-05T19:15:00+05:30,,18,,,web,ses_9b5f3a554f2a,0.44
uix_5964a0f1,usr_bedf358a,hotel,htl_28873757,view,2026-02-26T16:15:00+05:30,118,13,,,mobile_app,ses_4f19f4445f4f,
uix_3f68edce,usr_bedf358a,poi,poi_9cf7145d,view,2025-07-26T04:15:00+05:30,46,15,,,mobile_app,ses_3854cb19fa60,0.35
uix_75001f9f,usr_bedf358a,poi,poi_b9b35115,book,2025-08-16T09:45:00+05:30,,,,,mobile_app,ses_9b7845ab2ac7,
uix_5bd51878,usr_bedf358a,poi,poi_90b70970,save,2026-03-22T08:00:00+05:30,,,,,web,ses_d892b54026ae,
uix_584dbfa6,usr_bedf358a,poi,poi_df880d73,like,2026-04-09T15:45:00+05:30,,,,,mobile_app,ses_b883ff81ef5d,0.71
uix_4331b23b,usr_bedf358a,poi,poi_a89bd0b6,search,2025-10-11T08:00:00+05:30,,,family hotel with a kids pool,hi,web,ses_659628215a97,0.05
uix_a83d09f8,usr_bedf358a,poi,poi_cf73dddb,dismiss,2026-05-27T18:30:00+05:30,,,,,web,ses_aaf23231086d,-0.69
uix_e88547c8,usr_bedf358a,poi,poi_37bfdcc0,click,2026-01-18T09:45:00+05:30,,23,,,mobile_app,ses_7a3ef4deaec8,0.41
uix_1eb6c911,usr_bedf358a,poi,poi_82ff3dc4,view,2026-05-30T18:00:00+05:30,35,4,,,web,ses_df35ccef1b47,
uix_a36c58cd,usr_bedf358a,hotel,htl_d1ff6baa,click,2026-07-04T05:15:00+05:30,,23,,,partner,ses_60ee1f572f88,
uix_806f5064,usr_bedf358a,poi,poi_72043b54,click,2026-04-06T08:30:00+05:30,,6,,,web,ses_a6a4216b7686,0.49
uix_6e486f79,usr_bedf358a,poi,poi_8c2e2ce7,search,2025-10-23T05:45:00+05:30,,,step free hotel in the old town,ta,partner,ses_226c67f345a5,0.05
uix_697e646b,usr_bedf358a,hotel,htl_4a6af4a8,book,2025-08-16T14:00:00+05:30,,,,,mobile_app,ses_25383251ec8b,0.99
uix_d587f69e,usr_bedf358a,poi,poi_b961944a,save,2026-08-06T00:30:00+05:30,,,,,web,ses_31b36879bbdf,0.85
uix_ce74ecbc,usr_bedf358a,poi,poi_9c194b8c,like,2025-10-16T00:15:00+05:30,,,,,mobile_app,ses_ad0f36fc6879,0.87
uix_0ae41bf6,usr_bedf358a,poi,poi_3222744b,view,2026-07-15T13:30:00+05:30,54,4,,,web,ses_e69acb00eebd,0.33
uix_68c13e6a,usr_bedf358a,poi,poi_9cf7145d,view,2025-10-31T04:00:00+05:30,23,10,,,web,ses_bf52dd7cef58,0.3
uix_5799c016,usr_bedf358a,poi,poi_a9d48230,book,2026-01-16T03:30:00+05:30,,,,,web,ses_21fa900eaf3c,
uix_60ccbcf1,usr_bedf358a,hotel,htl_12e2327a,book,2025-12-21T00:00:00+05:30,,,,,web,ses_50f321e13737,0.94
uix_0cdeaf33,usr_bedf358a,poi,poi_29945418,view,2026-03-02T07:30:00+05:30,28,20,,,web,ses_931bbe658cd7,
uix_21c94d86,usr_bedf358a,poi,poi_9668f820,click,2026-02-07T12:15:00+05:30,,7,,,mobile_app,ses_a694d4118383,0.46
uix_f9e4dc5e,usr_bedf358a,hotel,htl_488b1796,click,2026-01-13T22:00:00+05:30,,8,,,partner,ses_0513471c0e74,0.5
uix_0bce4952,usr_bedf358a,poi,poi_90858ce4,view,2026-02-07T16:00:00+05:30,9,20,,,mobile_app,ses_e66812ed4eac,0.29
uix_ad9aa56e,usr_bedf358a,poi,poi_72bc15f6,click,2025-12-29T05:45:00+05:30,,13,,,web,ses_d503fd48a164,0.54
uix_0cfbf45f,usr_bedf358a,hotel,htl_7d0e7ea3,dismiss,2025-09-25T01:15:00+05:30,,,,,web,ses_46f5c22fb4e1,
uix_1bded023,usr_bedf358a,hotel,htl_7cacf12d,view,2026-01-20T18:15:00+05:30,4,22,,,web,ses_9f0991fa6852,0.24
uix_e117753e,usr_bedf358a,poi,poi_611ff2e6,click,2026-04-13T20:00:00+05:30,,4,,,partner,ses_53f783b286e9,0.49
uix_5fb63c99,usr_bedf358a,poi,poi_36527647,click,2025-08-06T23:15:00+05:30,,10,,,web,ses_f955440c3ada,0.43
uix_ce93039c,usr_bedf358a,poi,poi_7defc6e9,view,2026-04-15T11:15:00+05:30,33,14,,,mobile_app,ses_5b33ac51e331,0.35
uix_84a9616f,usr_bedf358a,hotel,htl_f8fc5376,view,2025-08-04T15:45:00+05:30,17,10,,,mobile_app,ses_45096cc10158,
uix_389b23e3,usr_bedf358a,poi,poi_654d876f,click,2026-01-24T02:00:00+05:30,,1,,,web,ses_18fce2de2fb2,0.44
uix_024ccc7c,usr_bedf358a,poi,poi_28daaace,view,2026-08-02T03:00:00+05:30,9,9,,,web,ses_983e68e0ff21,0.38
uix_ea8052ea,usr_bedf358a,poi,poi_b961944a,view,2026-07-30T15:00:00+05:30,16,11,,,web,ses_7d370c261978,0.28
uix_3e16f3fb,usr_bedf358a,poi,poi_df880d73,click,2026-06-28T11:00:00+05:30,,18,,,mobile_app,ses_328167a20741,
uix_ba2103e9,usr_bedf358a,poi,poi_96764ccb,view,2026-06-18T19:45:00+05:30,4,8,,,partner,ses_8a7801415242,0.27
uix_15733209,usr_bedf358a,poi,poi_f2c367a7,click,2026-05-30T17:30:00+05:30,,21,,,web,ses_102e303cd0fe,
uix_2b74210a,usr_bedf358a,poi,poi_96764ccb,view,2026-04-14T17:30:00+05:30,109,23,,,web,ses_8eb753f6fa35,0.3
uix_2c322ab9,usr_bedf358a,poi,poi_ee4e06ed,like,2026-08-07T03:30:00+05:30,,,,,mobile_app,ses_c21c37e33a45,0.74
uix_ea65db0f,usr_bedf358a,poi,poi_5a3495e1,view,2026-02-06T17:30:00+05:30,6,4,,,web,ses_5cc5ddb45729,0.39
uix_14cfd8e5,usr_bedf358a,hotel,htl_f8bfa434,view,2025-12-15T13:45:00+05:30,19,10,,,web,ses_4d62ec2da90d,0.39
uix_7e07035b,usr_bedf358a,poi,poi_63cd6ccb,share,2025-07-21T12:45:00+05:30,,,,,web,ses_566f8a8b4476,0.73
uix_6034386d,usr_bedf358a,hotel,htl_29ab8d35,search,2025-10-05T09:00:00+05:30,,,wildlife day trip under 3000,ta,agent,ses_835b25d76f3e,0.09
uix_fb6bef9e,usr_bedf358a,poi,poi_49e06159,click,2026-08-13T00:15:00+05:30,,17,,,mobile_app,ses_fb153235c98b,0.58
uix_76c3dbd6,usr_bedf358a,poi,poi_49b7b32e,click,2026-03-25T20:00:00+05:30,,7,,,web,ses_19b4042677b6,0.4
uix_664e42fd,usr_bedf358a,poi,poi_36527647,click,2025-09-10T06:30:00+05:30,,20,,,partner,ses_4bd80060c4a6,0.43
uix_a49701b2,usr_bedf358a,poi,poi_611ff2e6,view,2026-07-07T23:30:00+05:30,30,22,,,mobile_app,ses_5b173c91b969,0.2
uix_9d5638e4,usr_bedf358a,poi,poi_3ff2e625,view,2025-08-13T21:00:00+05:30,12,3,,,mobile_app,ses_0483f06fdfc3,0.26
uix_27140ee8,usr_bedf358a,poi,poi_e0062f3a,search,2026-03-31T08:00:00+05:30,,,step free hotel in the old town,hi,mobile_app,ses_e28c168cb98f,0.08
uix_eb330286,usr_bedf358a,poi,poi_f5507243,dismiss,2025-08-29T15:30:00+05:30,,,,,mobile_app,ses_9d3b6f691bbc,
uix_5723d359,usr_bedf358a,poi,poi_f5306b2a,view,2026-04-20T12:30:00+05:30,11,23,,,web,ses_d9667d2b1dd5,0.25
uix_8acc4722,usr_bedf358a,poi,poi_baa25090,view,2026-02-16T01:00:00+05:30,28,18,,,mobile_app,ses_82a83e735c2b,0.22
uix_f5f06f82,usr_7ff5c9a5,poi,poi_65054389,view,2025-10-18T01:15:00+05:30,97,19,,,mobile_app,ses_22be7b4d723e,
uix_b6e34c13,usr_7ff5c9a5,poi,poi_0b3e375a,view,2025-07-29T11:00:00+05:30,50,20,,,web,ses_8b4e1147ee2d,
uix_7c5c294d,usr_7ff5c9a5,poi,poi_2b00dd1d,view,2025-12-08T05:15:00+05:30,37,13,,,web,ses_8721e86a07c5,0.37
uix_f77c553f,usr_7ff5c9a5,hotel,htl_e64a06ef,click,2026-05-26T00:45:00+05:30,,18,,,partner,ses_1471a867daa9,0.42
uix_e7f38e56,usr_7ff5c9a5,hotel,htl_97c0591b,click,2025-11-23T22:15:00+05:30,,23,,,mobile_app,ses_0f0212aa49ba,0.58
uix_35406977,usr_7ff5c9a5,poi,poi_67992007,click,2025-12-17T14:30:00+05:30,,19,,,web,ses_bc67cc9e3a3f,0.52
uix_fc8e1477,usr_7ff5c9a5,poi,poi_654d876f,view,2025-07-20T05:45:00+05:30,17,11,,,web,ses_cbdcacb7a8d8,0.24
uix_2d01ad83,usr_7ff5c9a5,poi,poi_fb5f89ab,search,2026-02-21T17:00:00+05:30,,,step free hotel in the old town,hi,web,ses_eb1db5a68762,0.1
uix_846cb6b7,usr_7ff5c9a5,poi,poi_36344a67,view,2025-08-25T03:00:00+05:30,7,2,,,mobile_app,ses_ebcd44ac7efc,0.2
uix_770616e7,usr_7ff5c9a5,poi,poi_654970ad,click,2025-08-15T11:45:00+05:30,,18,,,partner,ses_5032a113bd73,0.43
uix_0793e9b4,usr_6498a0a8,poi,poi_529792ec,click,2025-09-13T05:15:00+05:30,,15,,,web,ses_bb0949ce8746,0.53
uix_75fbb977,usr_6498a0a8,hotel,htl_f32a6fab,save,2026-01-02T09:45:00+05:30,,,,,web,ses_77012b1b5a7b,
uix_cdf896a6,usr_6498a0a8,hotel,htl_6fdb8c08,save,2025-10-12T08:15:00+05:30,,,,,web,ses_6a0c85482e72,0.76
uix_35be8136,usr_6498a0a8,poi,poi_fb163a6d,like,2025-10-20T01:15:00+05:30,,,,,web,ses_7436406cd248,0.77
uix_184418d8,usr_6498a0a8,poi,poi_79477167,view,2025-08-23T07:00:00+05:30,15,12,,,mobile_app,ses_4522e5770eb7,0.21
uix_715d4c7c,usr_6498a0a8,hotel,htl_faf784c8,click,2026-07-18T17:15:00+05:30,,19,,,call_centre,ses_58ae1ca71946,0.6
uix_decc7a3b,usr_6498a0a8,poi,poi_59a49b81,view,2025-11-22T19:45:00+05:30,26,8,,,web,ses_81c111bc6626,0.21
uix_14542f4e,usr_6498a0a8,poi,poi_6c6cefc3,save,2026-06-08T10:00:00+05:30,,,,,web,ses_0758fe124771,0.81
uix_175a19b1,usr_48ec046f,hotel,htl_f8bfa434,like,2025-10-17T07:00:00+05:30,,,,,mobile_app,ses_d000f75f1060,0.73
uix_65b6eeef,usr_48ec046f,poi,poi_7c469878,view,2026-03-24T14:30:00+05:30,21,2,,,web,ses_ade860cba444,0.25
uix_afc80e5b,usr_48ec046f,poi,poi_882527c5,view,2026-01-18T21:00:00+05:30,104,13,,,web,ses_b03f99e2339b,
uix_ca856818,usr_48ec046f,poi,poi_9a9d7e0e,search,2026-04-17T01:00:00+05:30,,,honeymoon package with a private pool,en-IN,mobile_app,ses_f672d3d45ba6,0.05
uix_d01a85f5,usr_3e1b3843,poi,poi_05550f9c,view,2025-09-26T03:15:00+05:30,80,20,,,web,ses_9720a157f220,
uix_6a8f56b7,usr_3e1b3843,poi,poi_80512660,dismiss,2026-01-07T10:45:00+05:30,,,,,mobile_app,ses_057eb90400a0,-0.57
uix_f7085b84,usr_3e1b3843,poi,poi_6cf96802,view,2026-01-12T18:45:00+05:30,34,8,,,web,ses_01c7d839d85e,0.21
uix_996b5e03,usr_3e1b3843,hotel,htl_c758f72a,click,2026-02-12T18:30:00+05:30,,24,,,web,ses_b4237844871d,0.43
uix_f0746542,usr_3e1b3843,poi,poi_adef3914,view,2026-02-09T13:30:00+05:30,86,12,,,mobile_app,ses_69949d1691b4,0.28
uix_750d0f1c,usr_3e1b3843,poi,poi_a2b2ebb4,view,2026-02-15T16:30:00+05:30,250,12,,,web,ses_9b4e6dd9e32a,0.3
uix_caf73c01,usr_3e1b3843,poi,poi_82b1e711,click,2026-03-22T18:30:00+05:30,,22,,,mobile_app,ses_150fb065e573,0.48
uix_cbcb2447,usr_3e1b3843,poi,poi_66c3e7d9,view,2026-03-24T12:00:00+05:30,27,17,,,mobile_app,ses_94c254afda7c,0.27
uix_6451c31d,usr_3e1b3843,poi,poi_70fc506d,click,2026-01-01T10:15:00+05:30,,1,,,call_centre,ses_6f4e2d2b865c,
uix_86b5f028,usr_3e1b3843,poi,poi_7b08d755,share,2026-06-23T11:15:00+05:30,,,,,web,ses_7b390e4e57d7,
uix_fd19ebb7,usr_3e1b3843,poi,poi_91b95b2c,view,2026-08-05T22:45:00+05:30,57,19,,,web,ses_40168182733d,0.23
uix_838936e3,usr_3e1b3843,poi,poi_4020e2ba,search,2025-10-19T20:30:00+05:30,,,step free hotel in the old town,en-IN,web,ses_190c9a13bf97,0.13
uix_27ae79fd,usr_3e1b3843,hotel,htl_f89975f1,search,2026-03-26T05:00:00+05:30,,,family hotel with a kids pool,ta,web,ses_d6d342551ecc,0.05
uix_312c3e93,usr_65b43f7e,hotel,htl_85d1f924,search,2026-02-11T17:30:00+05:30,,,street food tour in the evening,ta,web,ses_730b9d40830c,
uix_d734a7cb,usr_65b43f7e,poi,poi_a6ab1a68,view,2026-04-02T16:45:00+05:30,36,4,,,mobile_app,ses_1084aea210b2,0.25
uix_4b441758,usr_65b43f7e,hotel,htl_e13e7c6e,click,2026-08-16T14:30:00+05:30,,17,,,mobile_app,ses_9b049a8ac75a,0.57
uix_0133b9a6,usr_65b43f7e,poi,poi_710b6716,click,2026-07-18T04:15:00+05:30,,19,,,web,ses_87f513de4daa,0.42
uix_f1d75bd2,usr_65b43f7e,poi,poi_5ff5c84a,like,2025-10-08T09:30:00+05:30,,,,,web,ses_a04d6eee39e4,0.79
uix_abd694d7,usr_65b43f7e,poi,poi_c26e3e3e,view,2026-03-17T18:00:00+05:30,34,9,,,mobile_app,ses_46f60b7421bd,
uix_4e49e337,usr_65b43f7e,hotel,htl_b24e5527,search,2025-10-28T14:15:00+05:30,,,family hotel with a kids pool,hi,mobile_app,ses_97e56fe5e743,0.17
uix_0b68665f,usr_65b43f7e,poi,poi_e70a02d6,view,2025-08-30T08:15:00+05:30,73,5,,,web,ses_df75310f6745,0.28
uix_82cf3d49,usr_65b43f7e,poi,poi_f79642d1,click,2026-01-14T11:45:00+05:30,,10,,,mobile_app,ses_af8efff2a607,0.47
uix_a93d64f7,usr_65b43f7e,poi,poi_b8364e1b,like,2025-10-18T17:45:00+05:30,,,,,mobile_app,ses_1f0bda8e6a72,
uix_d687ead2,usr_65b43f7e,hotel,htl_b1b494c7,view,2026-01-09T12:45:00+05:30,26,8,,,web,ses_09acb78415a1,0.29
uix_fbfb40da,usr_65b43f7e,poi,poi_c860207e,click,2026-01-01T15:00:00+05:30,,22,,,web,ses_c840769babdf,0.57
